Time [msec],x [m],y [m],z [m],Red,Green,Blue
0,-3,-3,0,255,255,255
250,-3,-3,0.0474,255,255,255
500,-3,-3,0.2195,255,255,255
750,-3,-3,0.5,255,255,255
1000,-3,-3,0.8703,255,255,255
1250,-3,-3,1.3121,255,255,255
1500,-3,-3,1.8086,255,255,255
1750,-3,-3,2.3448,255,255,255
2000,-3,-3,2.9028,255,255,255
2250,-3,-3,3.4646,255,255,255
2500,-3,-3,4.0122,255,255,255
2750,-3,-3,4.5274,255,255,255
3000,-3,-3,4.9924,255,255,255
3250,-3,-3,5.3892,255,255,255
3500,-3,-3,5.6996,255,255,255
3750,-3,-3.0001,5.9016,255,255,255
4000,-3.0001,-2.9992,6.0015,255,255,255
4250,-3.0008,-2.9949,6.0381,255,255,255
4500,-3.0024,-2.9849,6.0503,255,255,255
4750,-3.0054,-2.967,6.0772,255,255,255
5000,-3.0098,-2.9399,6.1398,255,255,255
5250,-3.0156,-2.9049,6.2211,255,255,255
5500,-3.0226,-2.8622,6.3201,255,255,255
5750,-3.031,-2.8121,6.4363,255,255,255
6000,-3.0405,-2.7547,6.5693,255,255,255
6250,-3.0511,-2.6901,6.7186,255,255,255
6500,-3.0629,-2.6187,6.8837,255,255,255
6750,-3.0758,-2.5405,7.0644,255,255,255
7000,-3.0898,-2.4557,7.2602,255,255,255
7250,-3.1048,-2.3647,7.4709,255,255,255
7500,-3.1209,-2.2674,7.6961,255,255,255
7750,-3.138,-2.1642,7.9352,255,255,255
8000,-3.156,-2.0551,8.1879,255,255,255
8250,-3.175,-1.9403,8.4537,255,255,255
8500,-3.1949,-1.8201,8.7324,255,255,255
8750,-3.2157,-1.6946,9.0233,255,255,255
9000,-3.2373,-1.564,9.3262,255,255,255
9250,-3.2597,-1.4284,9.6406,255,255,255
9500,-3.2829,-1.288,9.9661,255,255,255
9750,-3.3068,-1.1431,10.3023,255,255,255
10000,-3.3315,-0.9937,10.6488,255,255,255
10250,-3.3568,-0.84,11.0051,255,255,255
10500,-3.3828,-0.6823,11.3709,255,255,255
10750,-3.4094,-0.5207,11.7457,255,255,255
11000,-3.4365,-0.3554,12.1291,255,255,255
11250,-3.4642,-0.1865,12.5208,255,255,255
11500,-3.4924,-0.0142,12.9202,255,255,255
11750,-3.5211,0.1612,13.327,255,255,255
12000,-3.5503,0.3397,13.7407,255,255,255
12250,-3.58,0.521,14.1611,255,255,255
12500,-3.6101,0.7051,14.5877,255,255,255
12750,-3.6406,0.8916,15.0201,255,255,255
13000,-3.6715,1.0805,15.4579,255,255,255
13250,-3.7028,1.2715,15.9007,255,255,255
13500,-3.7345,1.4645,16.348,255,255,255
13750,-3.7664,1.6593,16.7996,255,255,255
14000,-3.7987,1.8557,17.2548,255,255,255
14250,-3.8311,2.0535,17.7135,255,255,255
14500,-3.8638,2.2527,18.175,255,255,255
14750,-3.8967,2.4529,18.6391,255,255,255
15000,-3.9298,2.6541,19.1053,255,255,255
15250,-3.963,2.856,19.5732,255,255,255
15500,-3.9963,3.0584,20.0424,255,255,255
15750,-4.0296,3.2613,20.5126,255,255,255
16000,-4.063,3.4643,20.9832,255,255,255
16250,-4.0964,3.6674,21.4538,255,255,255
16500,-4.1299,3.8704,21.9242,255,255,255
16750,-4.1632,4.073,22.3938,255,255,255
17000,-4.1965,4.2751,22.8622,255,255,255
17250,-4.2297,4.4766,23.3291,255,255,255
17500,-4.2628,4.6772,23.7941,255,255,255
17750,-4.2957,4.8768,24.2566,255,255,255
18000,-4.3284,5.0752,24.7164,255,255,255
18250,-4.3608,5.2722,25.1729,255,255,255
18500,-4.3931,5.4677,25.6259,255,255,255
18750,-4.425,5.6614,26.0749,255,255,255
19000,-4.4567,5.8532,26.5194,255,255,255
19250,-4.488,6.043,26.9591,255,255,255
19500,-4.5189,6.2305,27.3935,255,255,255
19750,-4.5495,6.4155,27.8223,255,255,255
20000,-4.5796,6.598,28.2451,255,255,255
20250,-4.6092,6.7776,28.6614,255,255,255
20500,-4.6384,6.9543,29.0708,255,255,255
20750,-4.6671,7.1278,29.4729,255,255,255
21000,-4.6952,7.298,29.8673,255,255,255
21250,-4.7227,7.4648,30.2537,255,255,255
21500,-4.7497,7.6278,30.6315,255,255,255
21750,-4.776,7.787,31.0004,255,255,255
22000,-4.8016,7.9422,31.36,255,255,255
22250,-4.8266,8.0932,31.7098,255,255,255
22500,-4.8508,8.2398,32.0495,255,255,255
22750,-4.8743,8.3818,32.3786,255,255,255
23000,-4.897,8.5191,32.6968,255,255,255
23250,-4.9189,8.6515,33.0035,255,255,255
23500,-4.9399,8.7788,33.2986,255,255,255
23750,-4.9601,8.9009,33.5814,255,255,255
24000,-4.9794,9.0175,33.8516,255,255,255
24250,-4.9978,9.1285,34.1088,255,255,255
24500,-5.0152,9.2337,34.3526,255,255,255
24750,-5.0316,9.333,34.5825,255,255,255
